AMBAinScope,ResourceType,FriendlyName
yes,Microsoft.ServiceFabricMesh/secrets,Service Fabric Mesh Secrets
yes,Microsoft.ServiceFabricMesh/gateways,Service Fabric Mesh Gateways
no,Microsoft.ServiceFabricMesh/locations,null
no,Microsoft.ServiceFabricMesh/locations/applicationOperations,null
no,Microsoft.ServiceFabricMesh/locations/networkOperations,null
no,Microsoft.ServiceFabricMesh/locations/volumeOperations,null
no,Microsoft.ServiceFabricMesh/locations/gatewayOperations,null
no,Microsoft.ServiceFabricMesh/locations/secretOperations,null
no,Microsoft.ServiceFabricMesh/operations,null
yes,Microsoft.ServiceNetworking/trafficControllers,Application Gateway for Containers
no,Microsoft.ServiceNetworking/trafficControllers/frontends,null
no,Microsoft.ServiceNetworking/trafficControllers/associations,null
no,Microsoft.ServiceNetworking/operations,null
no,Microsoft.ServiceNetworking/locations,null
no,Microsoft.ServiceNetworking/locations/operations,null
no,Microsoft.ServiceNetworking/locations/operationResults,null
no,Microsoft.ServicesHub/connectors,null
No,Microsoft.ServicesHub/workspaces,Services Hub Workspaces
no,Microsoft.ServicesHub/supportOfferingEntitlement,null
no,Microsoft.ServicesHub/operations,null
no,Microsoft.ServicesHub/getRecommendationsContent,null
no,Microsoft.ServicesHub/connectors/connectorSpaces,null
yes,Microsoft.SignalRService/SignalR,SignalR Service
yes,Microsoft.SignalRService/WebPubSub,SignalR Service WebPubSub
no,Microsoft.SignalRService/SignalR/replicas,null
no,Microsoft.SignalRService/WebPubSub/replicas,null
no,Microsoft.SignalRService/locations,null
no,Microsoft.SignalRService/locations/operationResults,null
no,Microsoft.SignalRService/locations/operationStatuses,null
no,Microsoft.SignalRService/operations,null
no,Microsoft.SignalRService/locations/checkNameAvailability,null
no,Microsoft.SignalRService/locations/usages,null
no,Microsoft.SignalRService/SignalR/eventGridFilters,null
no,Microsoft.SignalRService/SignalR/customDomains,null
no,Microsoft.SignalRService/WebPubSub/customDomains,null
yes,Microsoft.Singularity/accounts,Singularity Accounts
no,Microsoft.Singularity/accounts/storageContainers,null
no,Microsoft.Singularity/accounts/networks,null
no,Microsoft.Singularity/accounts/secrets,null
no,Microsoft.Singularity/accounts/accountQuotaPolicies,null
no,Microsoft.Singularity/accounts/groupPolicies,null
no,Microsoft.Singularity/accounts/jobs,null
no,Microsoft.Singularity/accounts/models,null
no,Microsoft.Singularity/locations,null
no,Microsoft.Singularity/locations/instanceTypeSeries,null
no,Microsoft.Singularity/locations/instanceTypeSeries/instanceTypes,null
no,Microsoft.Singularity/locations/operationResults,null
no,Microsoft.Singularity/locations/operationStatus,null
no,Microsoft.Singularity/operations,null
no,Microsoft.Singularity/images,null
no,Microsoft.Singularity/quotas,null
no,Microsoft.SoftwarePlan/hybridUseBenefits,null
no,Microsoft.SoftwarePlan/operations,null
no,Microsoft.Solutions/applications,null
no,Microsoft.Solutions/applicationDefinitions,null
no,Microsoft.Solutions/locations,null
no,Microsoft.Solutions/jitRequests,null
no,Microsoft.Solutions/locations/operationstatuses,null
no,Microsoft.Solutions/Operations,null
no,Microsoft.Sovereign/Locations,null
no,Microsoft.Sovereign/Locations/OperationStatuses,null
no,Microsoft.Sovereign/landingZoneConfigurations,null
no,Microsoft.Sovereign/landingZoneRegistrations,null
no,Microsoft.Sovereign/Operations,null
no,Microsoft.Sovereign/checkNameAvailability,null
yes,Microsoft.SqlVirtualMachine/SqlVirtualMachineGroups,SQL virtual machine SQL VM Group
yes,Microsoft.SqlVirtualMachine/SqlVirtualMachines,SQL virtual machine
no,Microsoft.SqlVirtualMachine/SqlVirtualMachineGroups/AvailabilityGroupListeners,null
no,Microsoft.SqlVirtualMachine/operations,null
no,Microsoft.SqlVirtualMachine/Locations,null
no,Microsoft.SqlVirtualMachine/Locations/OperationTypes,null
no,Microsoft.SqlVirtualMachine/Locations/sqlVirtualMachineOperationResults,null
no,Microsoft.SqlVirtualMachine/Locations/sqlVirtualMachineGroupOperationResults,null
no,Microsoft.SqlVirtualMachine/Locations/availabilityGroupListenerOperationResults,null
no,Microsoft.SqlVirtualMachine/Locations/registerSqlVmCandidate,null
no,Microsoft.StandbyPool/Locations,null
no,Microsoft.StandbyPool/Locations/OperationStatuses,null
no,Microsoft.StandbyPool/Operations,null
no,Microsoft.StorageActions/storageTasks,null
no,Microsoft.StorageActions/operations,null
no,Microsoft.StorageActions/locations/asyncoperations,null
no,Microsoft.StorageActions/locations/previewActions,null
no,Microsoft.StorageActions/locations,null
yes,Microsoft.StorageCache/caches,Storage Cache
no,Microsoft.StorageCache/caches/storageTargets,null
no,Microsoft.StorageCache/amlFilesystems,null
no,Microsoft.StorageCache/operations,null
no,Microsoft.StorageCache/usageModels,null
no,Microsoft.StorageCache/checkAmlFSSubnets,null
no,Microsoft.StorageCache/getRequiredAmlFSSubnetsSize,null
no,Microsoft.StorageCache/locations,null
no,Microsoft.StorageCache/locations/ascoperations,null
no,Microsoft.StorageCache/locations/usages,null
no,Microsoft.StorageMover/storageMovers,null
no,Microsoft.StorageMover/storageMovers/projects,null
no,Microsoft.StorageMover/storageMovers/agents,null
no,Microsoft.StorageMover/storageMovers/endpoints,null
no,Microsoft.StorageMover/storageMovers/projects/jobDefinitions,null
no,Microsoft.StorageMover/operations,null
no,Microsoft.StorageMover/storageMovers/projects/jobDefinitions/jobRuns,null
no,Microsoft.StorageMover/locations,null
no,Microsoft.StorageMover/locations/operationStatuses,null
yes,Microsoft.StorageSync/storageSyncServices,Storage Sync Services
no,Microsoft.StorageSync/storageSyncServices/syncGroups,null
no,Microsoft.StorageSync/storageSyncServices/syncGroups/cloudEndpoints,null
no,Microsoft.StorageSync/storageSyncServices/syncGroups/serverEndpoints,null
no,Microsoft.StorageSync/storageSyncServices/registeredServers,null
no,Microsoft.StorageSync/storageSyncServices/workflows,null
no,Microsoft.StorageSync/operations,null
no,Microsoft.StorageSync/locations,null
no,Microsoft.StorageSync/locations/checkNameAvailability,null
no,Microsoft.StorageSync/locations/workflows,null
no,Microsoft.StorageSync/locations/operations,null
no,Microsoft.StorageSync/locations/operationResults,null
no,Microsoft.StorageTasks/locations,null
yes,Microsoft.StreamAnalytics/streamingjobs,Stream Analytics Streaming job
yes,Microsoft.StreamAnalytics/clusters,Stream Analytics Clusters
no,Microsoft.StreamAnalytics/clusters/privateEndpoints,null
no,Microsoft.StreamAnalytics/locations,null
no,Microsoft.StreamAnalytics/locations/quotas,null
no,Microsoft.StreamAnalytics/locations/testQuery,null
no,Microsoft.StreamAnalytics/locations/compileQuery,null
no,Microsoft.StreamAnalytics/locations/sampleInput,null
no,Microsoft.StreamAnalytics/locations/testInput,null
no,Microsoft.StreamAnalytics/locations/testOutput,null
no,Microsoft.StreamAnalytics/locations/operationResults,null
no,Microsoft.StreamAnalytics/operations,null
no,Microsoft.Subscription/SubscriptionDefinitions,null
no,Microsoft.Subscription/SubscriptionOperations,null
no,Microsoft.Subscription/CreateSubscription,null
no,Microsoft.Subscription/operations,null
no,Microsoft.Subscription/cancel,null
no,Microsoft.Subscription/validateCancel,null
no,Microsoft.Subscription/rename,null
no,Microsoft.Subscription/enable,null
yes,Microsoft.Subscription/subscriptions,Subscription
no,Microsoft.Subscription/aliases,null
no,Microsoft.Subscription/operationResults,null
no,Microsoft.Subscription/acceptChangeTenant,null
no,Microsoft.Subscription/changeTenantStatus,null
no,Microsoft.Subscription/changeTenantRequest,null
yes,Microsoft.Subscription/policies,Policies
no,Microsoft.Subscription/acceptOwnership,null
no,Microsoft.Subscription/acceptOwnershipStatus,null
no,microsoft.support/operations,null
no,microsoft.support/checkNameAvailability,null
no,microsoft.support/classifyServices,null
no,microsoft.support/services,null
no,microsoft.support/services/problemclassifications,null
no,microsoft.support/supporttickets,null
no,microsoft.support/supporttickets/communications,null
no,microsoft.support/operationresults,null
no,microsoft.support/operationsstatus,null
no,microsoft.support/lookUpResourceId,null
no,microsoft.support/fileWorkspaces,null
no,microsoft.support/fileWorkspaces/files,null
yes,Microsoft.Synapse/workspaces,Synapse workspace
no,Microsoft.Synapse/workspaces/bigDataPools,null
no,Microsoft.Synapse/workspaces/sqlPools,null
no,Microsoft.Synapse/workspaces/sqlDatabases,null
no,Microsoft.Synapse/locations/sqlDatabaseAzureAsyncOperation,null
no,Microsoft.Synapse/locations/sqlDatabaseOperationResults,null
no,Microsoft.Synapse/workspaces/kustoPools,null
no,Microsoft.Synapse/locations/kustoPoolOperationResults,null
no,Microsoft.Synapse/locations/kustoPoolCheckNameAvailability,null
no,Microsoft.Synapse/workspaces/kustoPools/databases,null
no,Microsoft.Synapse/workspaces/kustoPools/attacheddatabaseconfigurations,null
no,Microsoft.Synapse/workspaces/kustoPools/databases/dataconnections,null
no,Microsoft.Synapse/locations/sqlPoolAzureAsyncOperation,null
no,Microsoft.Synapse/locations/sqlPoolOperationResults,null
no,Microsoft.Synapse/workspaces/operationStatuses,null
no,Microsoft.Synapse/workspaces/operationResults,null
no,Microsoft.Synapse/checkNameAvailability,null
no,Microsoft.Synapse/operations,null
no,Microsoft.Synapse/kustoOperations,null
no,Microsoft.Synapse/privateLinkHubs,null
no,Microsoft.Synapse/locations,null
no,Microsoft.Synapse/locations/operationResults,null
no,Microsoft.Synapse/locations/operationStatuses,null
no,Microsoft.Synapse/locations/usages,null
no,Microsoft.Synapse/workspaces/usages,null
no,Microsoft.Syntex/documentProcessors,null
no,Microsoft.Syntex/operations,null
no,Microsoft.Syntex/accounts,null
no,Microsoft.Syntex/Locations,null
no,Microsoft.Syntex/Locations/OperationStatuses,null
no,Microsoft.TestBase/locations,null
no,Microsoft.TestBase/locations/operationstatuses,null
no,Microsoft.TestBase/skus,null
no,Microsoft.TestBase/operations,null
yes,Microsoft.TestBase/testBaseAccounts,Test Base Accounts
no,Microsoft.TestBase/testBaseAccounts/usages,null
no,Microsoft.TestBase/testBaseAccounts/availableOSs,null
no,Microsoft.TestBase/testBaseAccounts/testTypes,null
no,Microsoft.TestBase/testBaseAccounts/flightingRings,null
no,Microsoft.TestBase/testBaseAccounts/packages,null
no,Microsoft.TestBase/testBaseAccounts/packages/osUpdates,null
no,Microsoft.TestBase/testBaseAccounts/testSummaries,null
no,Microsoft.TestBase/testBaseAccounts/packages/favoriteProcesses,null
no,Microsoft.TestBase/testBaseAccounts/packages/testResults,null
no,Microsoft.TestBase/testBaseAccounts/packages/testResults/analysisResults,null
no,Microsoft.TestBase/testBaseAccounts/emailEvents,null
no,Microsoft.TestBase/testBaseAccounts/customerEvents,null
no,Microsoft.TestBase/testBaseAccounts/featureUpdateSupportedOses,null
no,Microsoft.TestBase/testBaseAccounts/availableInplaceUpgradeOSs,null
no,Microsoft.TestBase/testBaseAccounts/firstPartyApps,null
no,Microsoft.TestBase/testBaseAccounts/draftPackages,null
no,Microsoft.TestBase/testBaseAccounts/actionRequests,null
no,Microsoft.TestBase/testBaseAccounts/testConfigurations,null
no,Microsoft.TestBase/testBaseAccounts/availableVMConfigurationTypes,null
no,Microsoft.TestBase/testBaseAccounts/customImages,null
no,Microsoft.TestBase/testBaseAccounts/vhds,null
no,Microsoft.TestBase/testBaseAccounts/imageDefinitions,null
no,Microsoft.TestBase/testBaseAccounts/galleryApps,null
no,Microsoft.TestBase/testBaseAccounts/galleryApps/galleryAppSkus,null
no,Microsoft.TestBase/testBaseAccounts/chatSessions,null
no,Microsoft.TestBase/testBaseAccounts/freeHourBalances,null
no,Microsoft.TestBase/testBaseAccounts/credentials,null
no,Microsoft.TestBase/testBaseAccounts/testConfigurations/testResults,null
no,Microsoft.TimeSeriesInsights/environments,null
no,Microsoft.TimeSeriesInsights/environments/eventsources,null
no,Microsoft.TimeSeriesInsights/environments/referenceDataSets,null
no,Microsoft.TimeSeriesInsights/environments/accessPolicies,null
no,Microsoft.TimeSeriesInsights/environments/privateLinkResources,null
no,Microsoft.TimeSeriesInsights/environments/privateEndpointConnectionProxies,null
no,Microsoft.TimeSeriesInsights/environments/privateEndpointConnections,null
no,Microsoft.TimeSeriesInsights/operations,null
no,Microsoft.UsageBilling/operations,null
no,Microsoft.VideoIndexer/operations,null
no,Microsoft.VideoIndexer/locations,null
no,Microsoft.VideoIndexer/locations/operationstatuses,null
yes,Microsoft.VideoIndexer/accounts,Video Indexer accounts
no,Microsoft.VideoIndexer/checknameavailability,null
no,Microsoft.VideoIndexer/locations/userclassicaccounts,null
no,Microsoft.VideoIndexer/locations/classicaccounts,null
yes,Microsoft.VirtualMachineImages/imageTemplates,Image Templates
no,Microsoft.VirtualMachineImages/imageTemplates/runOutputs,null
no,Microsoft.VirtualMachineImages/imageTemplates/triggers,null
no,Microsoft.VirtualMachineImages/locations,null
no,Microsoft.VirtualMachineImages/locations/operations,null
no,Microsoft.VirtualMachineImages/operations,null
no,microsoft.visualstudio/account,null
no,microsoft.visualstudio/operations,null
no,microsoft.visualstudio/account/project,null
no,microsoft.visualstudio/account/extension,null
no,microsoft.visualstudio/checkNameAvailability,null
no,Microsoft.VMware/Locations,null
no,Microsoft.VMware/Locations/OperationStatuses,null
no,Microsoft.VMware/Operations,null
no,Microsoft.VMware/VCenters/InventoryItems,null
no,Microsoft.VoiceServices/Operations,null
no,Microsoft.VoiceServices/locations,null
no,Microsoft.VoiceServices/locations/checkNameAvailability,null
no,Microsoft.VoiceServices/registeredSubscriptions,null
no,Microsoft.VSOnline/accounts,null
no,Microsoft.VSOnline/plans,null
no,Microsoft.VSOnline/operations,null
no,Microsoft.VSOnline/registeredSubscriptions,null
no,Microsoft.WindowsPushNotificationServices/checkNameAvailability,null
no,Microsoft.WorkloadBuilder/Locations,null
no,Microsoft.WorkloadBuilder/Locations/OperationStatuses,null
no,Microsoft.WorkloadBuilder/Operations,null
no,Microsoft.Workloads/Locations,null
no,Microsoft.Workloads/Locations/OperationStatuses,null
no,Microsoft.Workloads/sapVirtualInstances,null
yes,Microsoft.Workloads/sapVirtualInstances/applicationInstances,App Server Instance
yes,Microsoft.Workloads/sapVirtualInstances/centralInstances,Central Server Instance
yes,Microsoft.Workloads/sapVirtualInstances/databaseInstances,Database Instance
no,Microsoft.Workloads/Operations,null
Yes,Microsoft.Workloads/monitors,Monitor
no,Microsoft.Workloads/monitors/providerInstances,null
no,Microsoft.Workloads/Locations/sapVirtualInstanceMetadata,null
no,Microsoft.Workloads/connectors,null
no,Microsoft.Workloads/connectors/acssBackups,null
no,Microsoft.Workloads/monitors/sapLandscapeMonitor,null
no,NewRelic.Observability/operations,null
no,NewRelic.Observability/registeredSubscriptions,null
no,NewRelic.Observability/locations,null
no,NewRelic.Observability/locations/operationStatuses,null
no,NewRelic.Observability/monitors,null
no,NewRelic.Observability/monitors/tagRules,null
no,NewRelic.Observability/checkNameAvailability,null
No,NewRelic.Observability/accounts,null
no,NewRelic.Observability/plans,null
no,NewRelic.Observability/organizations,null
no,NewRelic.Observability/monitors/monitoredSubscriptions,null
no,NGINX.NGINXPLUS/operations,null
no,NGINX.NGINXPLUS/locations,null
no,NGINX.NGINXPLUS/locations/operationStatuses,null
no,NGINX.NGINXPLUS/nginxDeployments/configurations,null
no,NGINX.NGINXPLUS/nginxDeployments,null
no,NGINX.NGINXPLUS/nginxDeployments/certificates,null
no,Oracle.Database/Locations,null
no,Oracle.Database/Locations/OperationStatuses,null
no,Oracle.Database/Operations,null
no,Oracle.Database/cloudExadataInfrastructures,null
no,Oracle.Database/cloudVmClusters,null
no,Oracle.Database/cloudVmClusters/dbNodes,null
no,Oracle.Database/cloudVmClusters/virtualNetworkAddresses,null
no,Oracle.Database/oracleSubscriptions,null
no,Oracle.Database/Locations/giVersions,null
no,Oracle.Database/Locations/dbSystemShapes,null
no,Oracle.Database/cloudExadataInfrastructures/dbServers,null
no,Oracle.Database/Locations/dnsPrivateViews,null
no,Oracle.Database/Locations/dnsPrivateZones,null
no,Oracle.Database/autonomousDatabases,null
no,Oracle.Database/Locations/autonomousDatabaseCharacterSets,null
no,Oracle.Database/Locations/autonomousDatabaseNationalCharacterSets,null
no,Oracle.Database/Locations/autonomousDbVersions,null
no,PaloAltoNetworks.Cloudngfw/operations,null
no,PaloAltoNetworks.Cloudngfw/locations,null
no,PaloAltoNetworks.Cloudngfw/registeredSubscriptions,null
no,PaloAltoNetworks.Cloudngfw/checkNameAvailability,null
no,PaloAltoNetworks.Cloudngfw/Locations/operationStatuses,null
no,PaloAltoNetworks.Cloudngfw/firewalls,null
no,PaloAltoNetworks.Cloudngfw/localRulestacks,null
